읍면동명,구분,선거인수,투표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,후보자별 득표수,무효 투표수,기권자수
읍면동명,구분,선거인수,투표수,더불어민주당 위성곤,국민의힘 문성유,무소속 양윤녕,계,무효 투표수,기권자수
합계,,10073,4906,2733,1885,172,4790,116,5167
남원읍,계,2725,1506,899,502,61,1462,44,1219
남원읍,선거일투표,2725,1506,899,502,61,1462,44,1219
정방동,계,1464,553,312,221,11,544,9,911
정방동,선거일투표,1464,553,312,221,11,544,9,911
천지동,계,2036,866,451,366,33,850,16,1170
천지동,선거일투표,2036,866,451,366,33,850,16,1170
효돈동,계,3052,1567,829,652,46,1527,40,1485
효돈동,선거일투표,3052,1567,829,652,46,1527,40,1485
대천동,계,371,205,138,55,10,203,2,166
대천동,선거일투표,371,205,138,55,10,203,2,166
중문동,계,425,209,104,89,11,204,5,216
중문동,선거일투표,425,209,104,89,11,204,5,216
