목포시	99683	45117
여수시	119644	72121
순천시	120620	77142
나주시	59554	24787
광양시	68116	38923
담양군	25738	8307
장성군	24925	7318
곡성군	16103	4558
구례군	14315	4507
고흥군	35159	11589
보성군	20957	7604
화순군	31083	14459
장흥군	20330	5923
강진군	18374	6015
완도군	25970	8684
해남군	35909	12149
진도군	16191	5484
영암군	25958	11378
무안군	44738	21167
영광군	27833	10370
함평군	17599	5636
신안군	23749	6292
