창원시의창구	52403	91876
창원시성산구	61443	109933
창원시마산합포구	49125	72806
창원시마산회원구	44510	80555
창원시진해구	48663	73360
진주시	97371	134193
통영시	35937	43212
고성군	15790	17790
사천시	33694	39420
김해시	136338	211208
밀양시	31568	38189
거제시	65653	80933
의령군	9094	9120
함안군	17740	22861
창녕군	18549	20175
양산시	85220	151586
하동군	17225	12867
남해군	15297	13461
함양군	13859	11989
산청군	12976	11692
거창군	20577	20796
합천군	14021	14914
