포항시북구	63546	123494
포항시남구	52487	94670
울릉군	3596	3120
경주시	71652	101227
김천시	43183	50420
안동시	48646	59572
구미시	94469	165527
영주시	30432	38511
영천시	28980	40788
상주시	32064	33618
문경시	23651	24005
예천군	18577	19600
경산시	61270	120932
청도군	13362	16883
고령군	9326	12837
성주군	16714	14933
칠곡군	25732	43922
의성군	18708	18568
청송군	8494	9758
영양군	5590	6025
영덕군	12205	12353
봉화군	10390	10611
울진군	15979	16851
