종로구	54619	46010
중구	43416	41582
용산구	77975	74093
성동구	96418	100822
광진구	116987	118484
동대문구	108358	123748
중랑구	127714	133148
성북구	148978	143209
강북구	100536	98912
도봉구	101399	114637
노원구	163574	185723
은평구	161499	156472
서대문구	104632	105828
마포구	125433	130785
양천구	147135	154244
강서구	186608	203639
구로구	127850	145070
금천구	73839	83196
영등포구	126575	137006
동작구	141882	129628
관악구	174199	166574
서초구	130055	147823
강남구	160888	193890
송파구	221097	232439
강동구	152075	161128
