포항시북구	233819	62500
포항시남구	189163	51657
울릉군	8412	3556
경주시	217320	70481
김천시	117773	42500
안동시	136331	47963
구미시	338629	93191
영주시	86901	29897
영천시	87894	28497
상주시	81951	31338
문경시	59787	23274
예천군	46657	18291
경산시	232652	60313
청도군	37770	13077
고령군	27768	9092
성주군	38236	16464
칠곡군	92234	25371
의성군	45733	18271
청송군	22070	8330
영양군	14161	5542
영덕군	30579	12027
봉화군	26412	10267
울진군	41362	15761
