목포시	177671	98570
여수시	231349	118435
순천시	234321	119360
나주시	99973	58778
광양시	131128	67375
담양군	40385	25464
장성군	38328	24739
곡성군	24642	15956
구례군	21975	14189
고흥군	55564	34810
보성군	34072	20676
화순군	54306	30804
장흥군	31153	20057
강진군	28924	18138
완도군	40521	24911
해남군	56611	34801
진도군	25634	15970
영암군	45634	25667
무안군	77728	43939
영광군	46202	27594
함평군	27478	17368
신안군	35832	23508
