종로구	125901	47739
중구	110181	38751
용산구	183614	61958
성동구	244536	81807
광진구	301007	105745
동대문구	307846	104031
중랑구	342360	121461
성북구	374002	135882
강북구	257971	92224
도봉구	272942	97352
노원구	430719	149633
은평구	411789	153003
서대문구	269110	96036
마포구	321302	113129
양천구	368029	124740
강서구	493010	172104
구로구	344220	118469
금천구	206121	71909
영등포구	335136	112768
동작구	337985	123134
관악구	446923	159976
서초구	345855	99224
강남구	472730	128617
송파구	561654	184725
강동구	428942	148920
